t_epoch,robot,topic
1786641852.730780,3,camera
1786641852.790044,1,camera
1786641852.795489,1,scan
1786641852.796812,2,scan
1786641852.808797,2,camera
1786641852.819691,3,scan
1786641852.830677,3,camera
1786641852.895107,1,scan
1786641852.895905,2,scan
1786641852.897874,1,camera
1786641852.909159,2,camera
1786641852.919668,3,scan
1786641852.930613,3,camera
1786641852.995399,1,scan
1786641852.996939,2,scan
1786641853.010054,2,camera
1786641853.020948,3,scan
1786641853.045710,3,camera
1786641853.095262,1,scan
1786641853.095942,2,scan
1786641853.104528,1,camera
1786641853.111999,1,camera
1786641853.119539,3,scan
1786641853.132164,3,camera
1786641853.186187,1,camera
1786641853.194861,1,scan
1786641853.195481,2,scan
1786641853.203756,2,camera
1786641853.208400,2,camera
1786641853.219746,3,scan
1786641853.227290,3,camera
1786641853.290681,1,camera
1786641853.294963,1,scan
1786641853.295460,2,scan
1786641853.306607,2,camera
1786641853.319724,3,scan
1786641853.331100,3,camera
1786641853.389847,1,camera
1786641853.395000,1,scan
1786641853.395579,2,scan
1786641853.410893,2,camera
1786641853.419603,3,scan
1786641853.429074,3,camera
1786641853.490050,1,camera
1786641853.495189,2,scan
1786641853.495786,1,scan
1786641853.508927,2,camera
1786641853.519908,3,scan
1786641853.535066,3,camera
1786641853.590041,1,camera
1786641853.595160,2,scan
1786641853.595793,1,scan
1786641853.608677,2,camera
1786641853.620178,3,scan
1786641853.628448,3,camera
1786641853.690350,1,camera
1786641853.695332,2,scan
1786641853.696439,1,scan
1786641853.709322,2,camera
1786641853.720032,3,scan
1786641853.730096,3,camera
1786641853.790054,1,camera
1786641853.795246,1,scan
1786641853.795941,2,scan
1786641853.808876,2,camera
1786641853.819772,3,scan
1786641853.829911,3,camera
1786641853.890090,1,camera
1786641853.895151,1,scan
1786641853.895760,2,scan
1786641853.909230,2,camera
1786641853.919674,3,scan
1786641853.930662,3,camera
1786641853.990155,1,camera
1786641853.995215,1,scan
1786641853.995895,2,scan
1786641854.008204,2,camera
1786641854.020145,3,scan
1786641854.038425,3,camera
1786641854.095914,2,scan
1786641854.097217,1,scan
1786641854.116613,2,camera
1786641854.117258,1,camera
1786641854.119631,3,scan
1786641854.129464,3,camera
1786641854.183081,1,camera
1786641854.194499,1,scan
1786641854.194757,2,scan
1786641854.199903,2,camera
1786641854.219495,3,scan
1786641854.228908,3,camera
1786641854.290258,1,camera
1786641854.295434,1,scan
1786641854.295911,2,scan
1786641854.305789,2,camera
1786641854.319866,3,scan
1786641854.330327,3,camera
1786641854.390163,1,camera
1786641854.395195,2,scan
1786641854.395830,1,scan
1786641854.407885,2,camera
1786641854.419772,3,scan
1786641854.433841,3,camera
1786641854.490440,1,camera
1786641854.495185,2,scan
1786641854.495806,1,scan
1786641854.509293,2,camera
1786641854.519681,3,scan
1786641854.530822,3,camera
1786641854.590041,1,camera
1786641854.595296,1,scan
1786641854.596016,2,scan
1786641854.610215,2,camera
1786641854.619716,3,scan
1786641854.635854,3,camera
1786641854.690266,1,camera
1786641854.695310,2,scan
