t_epoch,robot,topic
1786621547.849963,2,camera
1786621547.857632,3,scan
1786621547.859905,1,scan
1786621547.860661,1,camera
1786621547.919147,3,camera
1786621547.944172,2,scan
1786621547.949945,2,camera
1786621547.957789,3,scan
1786621547.960200,1,camera
1786621547.961220,1,scan
1786621548.008026,3,camera
1786621548.045127,2,scan
1786621548.059410,3,scan
1786621548.061688,1,scan
1786621548.062512,2,camera
1786621548.069419,1,camera
1786621548.105224,3,camera
1786621548.143808,2,camera
1786621548.144276,2,scan
1786621548.150396,1,camera
1786621548.156991,3,scan
1786621548.159362,1,scan
1786621548.201965,3,camera
1786621548.240765,2,camera
1786621548.243080,2,scan
1786621548.244629,1,camera
1786621548.257352,3,scan
1786621548.259599,1,scan
1786621548.305093,3,camera
1786621548.344162,2,scan
1786621548.349304,2,camera
1786621548.357566,3,scan
1786621548.358499,1,camera
1786621548.359827,1,scan
1786621548.409079,3,camera
1786621548.444188,2,scan
1786621548.449633,2,camera
1786621548.458900,3,scan
1786621548.460036,1,scan
1786621548.464422,1,camera
1786621548.510161,3,camera
1786621548.544325,2,scan
1786621548.550047,2,camera
1786621548.557419,3,scan
1786621548.558005,1,camera
1786621548.559636,1,scan
1786621548.608770,3,camera
1786621548.644740,2,scan
1786621548.651167,2,camera
1786621548.657830,3,scan
1786621548.660110,1,scan
1786621548.660538,1,camera
1786621548.708357,3,camera
1786621548.744262,2,scan
1786621548.750451,2,camera
1786621548.758036,3,scan
1786621548.759426,1,camera
1786621548.759717,1,scan
1786621548.806795,3,camera
1786621548.844929,2,scan
1786621548.852812,2,camera
1786621548.858143,3,scan
1786621548.858976,1,camera
1786621548.859906,1,scan
1786621548.907563,3,camera
1786621548.944352,2,scan
1786621548.951046,2,camera
1786621548.957818,3,scan
1786621548.958240,1,camera
1786621548.959542,1,scan
1786621549.007149,3,camera
1786621549.045058,2,scan
1786621549.058686,3,scan
1786621549.061254,1,scan
1786621549.069370,2,camera
1786621549.070772,1,camera
1786621549.109540,3,camera
1786621549.143954,2,scan
1786621549.146688,2,camera
1786621549.150502,1,camera
1786621549.157016,3,scan
1786621549.159417,1,scan
1786621549.202424,3,camera
1786621549.244274,2,scan
1786621549.248719,2,camera
1786621549.255043,1,camera
1786621549.256798,3,scan
1786621549.259190,1,scan
1786621549.308107,3,camera
1786621549.343967,2,scan
1786621549.353256,2,camera
1786621549.358520,3,scan
1786621549.360005,1,scan
1786621549.361931,1,camera
1786621549.406951,3,camera
1786621549.444125,2,scan
1786621549.449489,2,camera
1786621549.457637,3,scan
1786621549.460681,1,scan
1786621549.461774,1,camera
1786621549.508857,3,camera
1786621549.544335,2,scan
1786621549.550919,2,camera
1786621549.557682,3,scan
1786621549.560171,1,scan
1786621549.561232,1,camera
1786621549.608849,3,camera
1786621549.645198,2,scan
1786621549.656795,2,camera
1786621549.658544,3,scan
1786621549.659822,1,camera
1786621549.660571,1,scan
1786621549.711492,3,camera
1786621549.744578,2,scan
1786621549.750886,2,camera
1786621549.758079,3,scan
1786621549.760289,1,scan
1786621549.761163,1,camera
1786621549.808608,3,camera
1786621549.844209,2,scan
1786621549.847780,2,camera
1786621549.858003,3,scan
1786621549.861296,1,scan
1786621549.861895,1,camera
1786621549.908395,3,camera
1786621549.944972,2,scan
1786621549.948825,2,camera
1786621549.957639,3,scan
1786621549.958550,1,camera
1786621549.959786,1,scan
1786621550.005754,3,camera
1786621550.046097,2,scan
1786621550.057072,2,camera
1786621550.060942,3,scan
1786621550.061781,1,scan
1786621550.074566,1,camera
1786621550.104949,3,camera
1786621550.143816,2,scan
1786621550.144667,2,camera
1786621550.151589,1,camera
1786621550.156964,3,scan
1786621550.160526,1,scan
1786621550.195244,3,camera
1786621550.243446,2,scan
1786621550.245957,2,camera
1786621550.254765,1,camera
1786621550.257164,3,scan
1786621550.259932,1,scan
1786621550.306509,3,camera
1786621550.344119,2,scan
1786621550.351998,2,camera
1786621550.353893,1,camera
1786621550.357635,3,scan
1786621550.360394,1,scan
1786621550.409763,3,camera
1786621550.444497,2,scan
1786621550.447162,2,camera
1786621550.457918,3,scan
1786621550.458849,1,camera
1786621550.459595,1,scan
1786621550.506882,3,camera
1786621550.544938,2,scan
1786621550.555966,2,camera
1786621550.557967,3,scan
1786621550.560042,1,scan
1786621550.561111,1,camera
1786621550.607641,3,camera
1786621550.643980,2,scan
1786621550.652925,2,camera
1786621550.657578,3,scan
1786621550.659064,1,camera
1786621550.659554,1,scan
1786621550.708616,3,camera
1786621550.743922,2,scan
1786621550.749001,2,camera
1786621550.758205,3,scan
1786621550.760136,1,scan
1786621550.762580,1,camera
1786621550.810081,3,camera
1786621550.844674,2,scan
1786621550.850522,2,camera
1786621550.857818,3,scan
1786621550.860107,1,scan
1786621550.861554,1,camera
1786621550.907248,3,camera
1786621550.944715,2,scan
1786621550.957658,1,camera
1786621550.958127,3,scan
1786621550.958495,2,camera
1786621550.959674,1,scan
1786621551.009394,3,camera
1786621551.045170,2,scan
1786621551.060991,3,scan
1786621551.062332,1,scan
1786621551.062777,2,camera
1786621551.069039,1,camera
1786621551.104973,3,camera
1786621551.144247,2,scan
1786621551.145338,2,camera
1786621551.150996,1,camera
1786621551.157579,3,scan
1786621551.159836,1,scan
1786621551.195320,3,camera
1786621551.240397,2,camera
1786621551.242990,2,scan
1786621551.247845,1,camera
1786621551.256920,3,scan
1786621551.259542,1,scan
1786621551.307370,3,camera
1786621551.343949,2,scan
1786621551.358251,3,scan
1786621551.360848,1,scan
1786621551.361420,1,camera
1786621551.362801,2,camera
1786621551.407655,3,camera
1786621551.443931,2,scan
1786621551.450047,2,camera
1786621551.453816,1,camera
1786621551.458062,3,scan
1786621551.460109,1,scan
1786621551.507540,3,camera
1786621551.544113,2,scan
1786621551.549155,2,camera
1786621551.556607,1,camera
1786621551.556814,3,scan
1786621551.559280,1,scan
1786621551.613191,3,camera
1786621551.644580,2,scan
1786621551.651389,2,camera
1786621551.658026,3,scan
1786621551.660305,1,scan
1786621551.666353,1,camera
1786621551.708721,3,camera
1786621551.744680,2,scan
1786621551.751388,2,camera
1786621551.757844,3,scan
1786621551.760168,1,scan
1786621551.763137,1,camera
1786621551.808022,3,camera
1786621551.844133,2,scan
1786621551.852125,2,camera
1786621551.858014,3,scan
1786621551.859323,1,camera
1786621551.860483,1,scan
1786621551.906618,3,camera
1786621551.943889,2,scan
1786621551.951209,2,camera
1786621551.956094,1,camera
1786621551.957319,3,scan
1786621551.960273,1,scan
1786621552.007053,3,camera
1786621552.045902,2,scan
1786621552.059986,3,scan
1786621552.061332,1,scan
1786621552.062450,2,camera
1786621552.069400,1,camera
1786621552.117020,3,camera
1786621552.145666,2,scan
1786621552.150165,2,camera
1786621552.152045,1,camera
1786621552.157389,3,scan
1786621552.159419,1,scan
1786621552.194575,3,camera
1786621552.243775,2,scan
1786621552.247127,2,camera
1786621552.255004,1,camera
1786621552.256722,3,scan
1786621552.259249,1,scan
1786621552.307339,3,camera
1786621552.344242,2,scan
1786621552.348201,2,camera
1786621552.358125,3,scan
1786621552.358617,1,camera
1786621552.359838,1,scan
1786621552.405350,3,camera
1786621552.445166,2,scan
1786621552.454443,2,camera
1786621552.458149,3,scan
1786621552.458606,1,camera
1786621552.460132,1,scan
1786621552.511425,3,camera
1786621552.544360,2,scan
1786621552.555088,2,camera
1786621552.557747,3,scan
1786621552.560143,1,camera
1786621552.560328,1,scan
1786621552.596691,3,camera
1786621552.643587,2,scan
1786621552.646254,2,camera
1786621552.651210,1,camera
1786621552.656976,3,scan
1786621552.659303,1,scan
1786621552.707898,3,camera
1786621552.744549,2,scan
1786621552.751444,2,camera
1786621552.757622,3,scan
1786621552.758910,1,camera
1786621552.760054,1,scan
1786621552.807257,3,camera
1786621552.844999,2,scan
1786621552.852771,2,camera
1786621552.857780,3,scan
1786621552.859650,1,scan
1786621552.859960,1,camera
1786621552.912601,3,camera
1786621552.944073,2,scan
1786621552.948680,2,camera
1786621552.957920,3,scan
1786621552.959383,1,camera
1786621552.959999,1,scan
1786621553.007474,3,camera
1786621553.045455,2,scan
1786621553.058747,2,camera
1786621553.059748,3,scan
1786621553.061625,1,scan
1786621553.064678,1,camera
1786621553.112642,3,camera
1786621553.140178,2,camera
1786621553.143345,2,scan
1786621553.148682,1,camera
1786621553.156904,3,scan
1786621553.159309,1,scan
1786621553.199526,3,camera
1786621553.244488,2,scan
1786621553.252350,2,camera
1786621553.257448,3,scan
1786621553.260370,1,scan
1786621553.260832,1,camera
1786621553.309219,3,camera
1786621553.343829,2,scan
1786621553.351201,2,camera
1786621553.355627,1,camera
1786621553.357479,3,scan
1786621553.359964,1,scan
1786621553.407736,3,camera
1786621553.444799,2,scan
1786621553.449983,2,camera
1786621553.457772,3,scan
1786621553.460402,1,scan
1786621553.461728,1,camera
1786621553.509132,3,camera
1786621553.544569,2,scan
1786621553.549202,2,camera
1786621553.558285,3,scan
1786621553.559371,1,camera
1786621553.560057,1,scan
1786621553.610471,3,camera
1786621553.644935,2,scan
1786621553.657165,3,scan
1786621553.657500,1,camera
