t_epoch,robot,topic
1786642156.153072,2,camera
1786642156.163537,1,camera
1786642156.166603,3,camera
1786642156.168350,1,scan
1786642156.177304,3,scan
1786642156.220638,2,scan
1786642156.248770,2,camera
1786642156.268383,1,scan
1786642156.268959,1,camera
1786642156.275289,3,camera
1786642156.277471,3,scan
1786642156.321299,2,scan
1786642156.354681,2,camera
1786642156.368399,1,scan
1786642156.369572,1,camera
1786642156.373778,3,camera
1786642156.377588,3,scan
1786642156.421077,2,scan
1786642156.454653,2,camera
1786642156.468966,1,scan
1786642156.476175,3,camera
1786642156.478116,3,scan
1786642156.479328,1,camera
1786642156.520957,2,scan
1786642156.555955,2,camera
1786642156.568416,1,scan
1786642156.570062,1,camera
1786642156.573789,3,camera
1786642156.577571,3,scan
1786642156.620807,2,scan
1786642156.654984,2,camera
1786642156.668415,1,scan
1786642156.669341,1,camera
1786642156.677584,3,scan
1786642156.693858,3,camera
1786642156.720790,2,scan
1786642156.754836,2,camera
1786642156.768274,1,scan
1786642156.769211,1,camera
1786642156.777520,3,scan
1786642156.797551,3,camera
1786642156.820814,2,scan
1786642156.851261,2,camera
1786642156.869014,1,scan
1786642156.869747,1,camera
1786642156.877599,3,scan
1786642156.878002,3,camera
1786642156.920822,2,scan
1786642156.955039,2,camera
1786642156.968823,1,scan
1786642156.970213,1,camera
1786642156.974545,3,camera
1786642156.978015,3,scan
1786642157.022614,2,scan
1786642157.061989,2,camera
1786642157.068777,1,scan
1786642157.077856,3,scan
1786642157.078511,3,camera
1786642157.085022,1,camera
1786642157.121227,2,scan
1786642157.157766,2,camera
1786642157.163041,1,camera
1786642157.165572,3,camera
1786642157.168120,1,scan
1786642157.177447,3,scan
1786642157.220524,2,scan
1786642157.246046,2,camera
1786642157.268579,1,scan
1786642157.272053,3,camera
1786642157.275776,1,camera
1786642157.277354,3,scan
1786642157.320889,2,scan
1786642157.355239,2,camera
1786642157.368540,1,scan
1786642157.370187,1,camera
1786642157.375338,3,camera
1786642157.377627,3,scan
1786642157.420877,2,scan
1786642157.455289,2,camera
1786642157.468445,1,scan
1786642157.469945,1,camera
1786642157.477535,3,scan
1786642157.481485,3,camera
1786642157.520883,2,scan
1786642157.555566,2,camera
1786642157.568517,1,scan
1786642157.576778,3,camera
1786642157.577607,3,scan
1786642157.580452,1,camera
1786642157.620846,2,scan
1786642157.655061,2,camera
1786642157.668527,1,scan
1786642157.670000,1,camera
1786642157.675357,3,camera
1786642157.677637,3,scan
1786642157.720823,2,scan
1786642157.755079,2,camera
1786642157.768489,1,scan
1786642157.776160,3,camera
1786642157.778075,3,scan
1786642157.779126,1,camera
1786642157.820867,2,scan
1786642157.855168,2,camera
1786642157.868433,1,scan
1786642157.873936,3,camera
1786642157.875172,1,camera
1786642157.877962,3,scan
1786642157.920833,2,scan
1786642157.954828,2,camera
1786642157.968412,1,scan
1786642157.969897,1,camera
1786642157.978064,3,scan
1786642157.983758,3,camera
1786642158.021149,2,scan
1786642158.058759,2,camera
1786642158.068818,1,scan
1786642158.077843,3,scan
1786642158.083436,3,camera
1786642158.083771,1,camera
1786642158.121113,2,scan
1786642158.153003,2,camera
